0,3,0,55.0,false,menu_ui,0,0,0,0,0,0,0
300,3,0,79.0,false,menu_ui,0,0,0,0,0,0,0
600,3,0,122.0,false,uncertain,0,0,0,0,0,0,0
900,3,0,139.0,false,uncertain,0,0,0,0,0,0,0
1200,3,0,178.0,false,uncertain,0,0,0,0,0,0,0
1500,3,0,191.0,false,uncertain,0,0,0,0,0,0,0
1800,3,0,209.0,false,uncertain,0,0,0,0,0,0,0
2100,3,0,230.0,false,uncertain,0,0,0,0,0,0,0
2400,3,0,246.0,false,uncertain,0,0,0,0,0,0,0
2700,3,0,275.0,false,uncertain,0,0,0,0,0,0,0
3000,3,0,301.0,false,uncertain,0,0,0,0,0,0,0
3300,3,0,321.0,false,uncertain,0,0,0,0,0,0,0
3600,3,0,340.0,false,uncertain,0,0,0,0,0,0,0
3900,3,0,431.0,false,menu_ui,0,0,0,0,0,0,0
4200,3,0,83.0,false,uncertain,0,0,0,0,0,0,0
4500,3,0,720.0,false,menu_ui,0,0,0,0,0,0,0
27300,3,0,9.0,false,menu_ui,0.8,6,0,0.0,0.0,0,0
27600,3,0,65.0,false,menu_ui,0.8,47,0,0.0,0.0,0,0
29100,3,0,386.0,false,uncertain,0.8,314,0,0.0,0.0,0,0
29400,3,0,454.0,false,menu_ui,0.8,371,0,0.0,0.0,0,0
29700,3,0,514.0,false,menu_ui,0.8,419,0,0.0,0.0,0,0
30000,3,0,577.0,false,menu_ui,0.8,467,0,0.0,0.0,0,0
30300,3,0,643.0,false,menu_ui,0.8,515,0,0.0,0.0,0,0
30600,3,0,713.0,false,menu_ui,0.9,572,0,0.0,0.0,0,0
30900,3,0,762.0,false,menu_ui,0.9,617,0,0.0,0.0,0,0
31200,3,0,804.0,false,uncertain,0.9,656,0,0.0,0.0,0,0
