0,2,0,70.0,false,menu_ui,0,0,0,0,0,0,0
300,2,0,88.0,false,uncertain,0,0,0,0,0,0,0
600,2,0,95.0,false,uncertain,0,0,0,0,0,0,0
900,2,0,108.0,false,uncertain,0,0,0,0,0,0,0
1200,2,0,124.0,false,uncertain,0,0,0,0,0,0,0
1500,2,0,147.0,false,uncertain,0,0,0,0,0,0,0
1800,2,0,167.0,false,uncertain,0,0,0,0,0,0,0
2100,2,0,203.0,false,uncertain,0,0,0,0,0,0,0
2400,2,0,233.0,false,uncertain,0,0,0,0,0,0,0
2700,2,0,1798.0,false,uncertain,0,0,0,0,0,0,0
3000,2,0,5974.0,false,uncertain,0,0,0,0,0,0,0
3300,2,0,10145.0,false,uncertain,0,0,0,0,0,0,0
3600,2,0,36.0,false,uncertain,0,0,0,0,0,0,0
3900,2,0,245.0,false,menu_ui,0,0,0,0,0,0,0
4200,2,0,295.0,false,menu_ui,0,0,0,0,0,0,0
4500,2,0,14.0,false,menu_ui,0,0,0,0,0,0,0
27300,2,0,76.0,false,menu_ui,0.8,60,0,0.0,0.0,0,0
27600,2,0,103.0,false,menu_ui,0.8,81,0,0.0,0.0,0,0
29100,2,0,412.0,false,menu_ui,0.8,322,0,0.0,0.0,0,0
29400,2,0,436.0,false,uncertain,0.8,342,0,0.0,0.0,0,0
29700,2,0,454.0,false,menu_ui,0.8,358,0,0.0,0.0,0,0
30000,2,0,481.0,false,menu_ui,0.8,375,0,0.0,0.0,0,0
30300,2,0,519.0,false,menu_ui,0.9,409,0,0.0,0.0,0,0
30600,2,0,563.0,false,menu_ui,0.9,447,0,0.0,0.0,0,0
30900,2,0,603.0,false,menu_ui,0.9,484,0,0.0,0.0,0,0
31200,2,0,645.0,false,menu_ui,0.9,520,0,0.0,0.0,0,0
