0,0,0,52.0,false,menu_ui,0,0,0,0,0,0,0
300,0,0,139.0,false,uncertain,0,0,0,0,0,0,0
600,0,0,153.0,false,uncertain,0,0,0,0,0,0,0
900,0,0,158.0,false,uncertain,0,0,0,0,0,0,0
1200,0,0,174.0,false,uncertain,0,0,0,0,0,0,0
1500,0,0,202.0,false,uncertain,0,0,0,0,0,0,0
1800,0,0,19.0,false,uncertain,0,0,0,0,0,0,0
2100,0,0,68.0,false,uncertain,0,0,0,0,0,0,0
2400,0,0,86.0,false,uncertain,0,0,0,0,0,0,0
2700,0,0,110.0,false,uncertain,0,0,0,0,0,0,0
3000,0,0,141.0,false,uncertain,0,0,0,0,0,0,0
3300,0,0,175.0,false,uncertain,0,0,0,0,0,0,0
3600,0,0,346.0,false,uncertain,0,0,0,0,0,0,0
3900,0,0,43.0,false,menu_ui,0,0,0,0,0,0,0
4200,0,0,94.0,false,uncertain,0,0,0,0,0,0,0
4500,0,0,29.0,false,menu_ui,0,0,0,0,0,0,0
27300,0,0,16.0,false,menu_ui,0.8,13,0,0.0,0.0,0,0
27600,0,0,66.0,false,menu_ui,0.8,51,0,0.0,0.0,0,0
29100,0,0,282.0,false,menu_ui,0.8,222,0,0.0,0.0,0,0
29400,0,0,353.0,false,menu_ui,0.8,281,0,0.0,0.0,0,0
29700,0,0,382.0,false,menu_ui,0.8,301,0,0.0,0.0,0,0
30000,0,0,401.0,false,menu_ui,0.8,318,0,0.0,0.0,0,0
30300,0,0,450.0,false,menu_ui,0.8,353,0,0.0,0.0,0,0
30600,0,0,516.0,false,menu_ui,0.8,413,0,0.0,0.0,0,0
30900,0,0,641.0,false,uncertain,0.8,514,0,0.0,0.0,0,0
31200,0,0,798.0,false,uncertain,0.8,655,0,0.0,0.0,0,0
