0,1,0,80.0,false,uncertain,0,0,0,0,0,0,0
300,1,0,258.0,false,uncertain,0,0,0,0,0,0,0
600,1,0,268.0,false,uncertain,0,0,0,0,0,0,0
900,1,0,276.0,false,uncertain,0,0,0,0,0,0,0
1200,1,0,286.0,false,uncertain,0,0,0,0,0,0,0
1500,1,0,28.0,false,uncertain,0,0,0,0,0,0,0
1800,1,0,72.0,false,uncertain,0,0,0,0,0,0,0
2100,1,0,88.0,false,uncertain,0,0,0,0,0,0,0
2400,1,0,104.0,false,uncertain,0,0,0,0,0,0,0
2700,1,0,117.0,false,uncertain,0,0,0,0,0,0,0
3000,1,0,135.0,false,uncertain,0,0,0,0,0,0,0
3300,1,0,165.0,false,uncertain,0,0,0,0,0,0,0
3600,1,0,322.0,false,uncertain,0,0,0,0,0,0,0
3900,1,0,53.0,false,uncertain,0,0,0,0,0,0,0
4200,1,0,115.0,false,uncertain,0,0,0,0,0,0,0
4500,1,0,283.0,false,uncertain,0,0,0,0,0,0,0
27300,1,0,30.0,false,uncertain,0.8,22,0,0.0,0.0,0,0
27600,1,0,86.0,false,uncertain,0.8,70,0,0.0,0.0,0,0
29100,1,0,394.0,false,uncertain,0.8,313,0,0.0,0.0,0,0
29400,1,0,459.0,false,menu_ui,0.8,365,0,0.0,0.0,0,0
29700,1,0,506.0,false,menu_ui,0.8,401,0,0.0,0.0,0,0
30000,1,0,535.0,false,uncertain,0.8,429,0,0.0,0.0,0,0
30300,1,0,578.0,false,menu_ui,0.8,463,0,0.0,0.0,0,0
30600,1,0,621.0,false,menu_ui,0.8,497,0,0.0,0.0,0,0
30900,1,0,650.0,false,menu_ui,0.9,520,0,0.0,0.0,0,0
31200,1,0,690.0,false,menu_ui,0.9,559,0,0.0,0.0,0,0
